9	-22	0	0	0	0	0	0	0.6476	1.3566	1.2121	0.2642	0.2522	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2793	0	0	0.644	0.7633	0	0	0	0	0	0	0.0768	2.36	1.8965	2.36	2.36	1.1334	2.36	0.7316	1.6691	0.1624	0.1087	0.0372	0.4469	2.36	2.36	2.36	1.2903	0.6239	0.2903	0.0678	0.0022	8e-04	0	0	0	1.5415	2.36	1.8537	1.6197	0.213	0.1449	0	0	0	0	0	0	0	0.9243	0.9897	1.413	0.3367	0.0316	0.0012	1e-04	0	0	0	0	0	0.3309	1.2719	0.2281	0.1453	0.1065	0.0011	0	0	0	0	0	0.6161	0	0.8621	0.7863	0	0	0
9	-18	0	0	0	0	0.2285	2.36	2.36	2.36	2.36	1.2306	2.1056	0.3492	0	0	0	0	1.6244	2.36	2.36	1.9476	1.1826	0.7089	0.3233	0	0	0	0	0	0	1.5576	0.7058	1.1563	0.5027	0.1391	0.0756	0.0138	0	0	0	0	0	1.3144	2.36	2.36	2.36	1.5031	0.2379	0	0	0	0	0	0	2.36	2.1778	2.36	2.36	0.99	1.8166	0.0716	0	0	0	0	0.0666	2.36	2.36	2.36	1.524	0.0306	0.0087	0	0	0	0	0	0	2.36	2.36	1.9084	0.9694	0	0	0	0	0	0	0	0	0.5394	2.36	2.36	1.7123	0.4623	0	0	0	0	0	0	0	1.7541	1.3941	1.6798	0.6119	0.2611	0.1374	0	0	0	0	0	0	2.2334	2.1034	2.36	2.36	0.4475	0.0468	0
10	-18	0	0	0	0	0.5447	3.1821	3.94	3.94	3.94	2.6169	3.7839	1.6696	0.3455	0.0918	0.0169	0.0074	1.3046	2.4924	2.6659	1.9524	1.3117	0.853	0.5637	0.2261	0.0479	0.0067	9e-04	5e-04	4e-04	1.7632	1.1174	1.265	0.6681	0.3912	0.2866	0.1376	0.0122	0.0032	0.001	8e-04	8e-04	1.4923	3.4133	3.94	3.94	2.9816	1.4572	0.2506	0.0744	0.0418	0.0096	0.0078	0.0075	3.6365	3.7304	3.94	3.3987	1.973	2.8336	0.8797	0.3582	0.0493	0.0307	0.0159	0.2611	3.94	3.94	3.94	3.1566	1.243	0.7047	0.1921	0.0536	0.0156	0.0015	5e-04	3e-04	2.8166	3.94	3.6182	2.633	1.0151	0.6946	0.2053	0.0231	0.0047	0.0025	0.0019	0.0011	0.7201	2.8455	2.9138	2.4999	1.2697	0.4418	0.1929	0.0465	0.0082	0.0013	4e-04	2e-04	1.9921	1.7753	1.9517	0.8723	0.6214	0.427	0.1377	0.0268	0.0076	0.002	0.0017	0.0014	2.1478	1.9214	2.6792	2.9542	1.1961	0.5735	0.2211
19	-7	0	0	0	0	0	1.97	1.6968	1.97	1.18	0.1559	0.3446	0	0	0	0	0	0.7551	1.8357	1.4819	1.242	0.5592	0.1588	0.0135	0.0034	0	0	0	0	1.97	1.97	1.5834	1.2133	0.653	0.1702	0.0613	4e-04	0	0	0	0	0	1.97	1.97	1.97	1.3999	0.5888	0	0	0	0	0	0.421	0	1.97	1.97	1.97	1.97	1.001	0.025	0	0	0	0	0	0.3042	1.97	1.97	1.97	1.009	0	0	0	0	0	0	0	0	1.97	1.97	0.8793	0.206	0	0	0	0	0	0	0	0	1.97	1.97	1.4879	0.9672	0.1096	0	0	0	0	0	0	0	1.97	1.227	0.8928	0.1295	0.0562	0.0279	0	0	0	0	0	0	1.97	1.97	1.97	1.97	0.3797	0	0
12	-13	0	0	0	0	0.2333	2.3606	2.76	1.4267	1.0542	0.3508	1.2341	0.1172	0	0	0	0	1.5499	2.383	2.1857	1.9054	0.813	0.4228	0.1859	0	0	0	0	0	0.2031	2.1565	1.1333	1.2322	0.7359	0.2314	0.1087	0.0034	0	0	0	0	0	1.361	1.7916	2.76	2.6298	1.0916	0.1098	0	0	0	0	0	0	2.76	2.76	2.76	2.76	1.6895	0.3999	0	0	0	0	0	0	2.6485	2.76	2.76	1.5327	0.0708	0.0222	0	0	0	0	0	0	1.3735	2.76	1.9088	0.747	0.0152	0.0038	0	0	0	0	0	0	1.5695	2.76	2.459	1.8749	0.6367	0	0	0	0	0	0	0	1.3469	1.1338	1.1656	0.2699	0.1642	0.0719	0	0	0	0	0	0	2.3343	2.3325	2.76	2.76	0.685	0.0716	0.0102
9	-18	0	0	0	0	2.6318	3.94	3.94	3.94	3.94	2.8283	3.94	2.1387	0.5071	0.1922	0.0186	0.0076	1.7236	3.94	3.94	3.6134	3.908	3.94	2.8631	1.0349	0.2203	0.0219	0.0028	0.0017	0.0016	1.1337	0.1192	1.2157	1.462	0.4511	0.409	0.3143	0.0974	0.0335	0.0109	0.0107	0.6118	2.4759	3.94	3.94	3.94	3.2467	2.0719	0.3617	0.0967	0.0777	0.049	0.6645	1.1519	3.94	3.94	3.94	3.94	3.94	3.94	1.5966	0.5871	0.1258	0.9984	0.0959	1.4974	3.94	3.94	3.94	2.677	0.9124	0.6111	0.2415	0.1556	0.0514	0.0068	0.0027	0.0021	3.216	3.94	3.94	3.5709	2.0125	1.8569	0.9369	0.1167	0.0287	0.021	0.0164	0.0099	2.4288	3.94	3.94	3.94	2.449	0.9497	0.7217	0.4369	0.0613	0.015	0.0068	0.0023	3.94	3.94	3.94	3.1015	2.6914	2.2489	1.2455	0.2719	0.0682	0.0298	0.0212	0.8727	3.94	3.3334	3.94	3.94	1.6504	0.8142	0.5863
14	-15	0	0	0	0	2.6408	3.15	2.8077	3.15	3.15	1.0996	2.1195	0.0819	0	0	0	0	3.15	3.15	3.15	3.15	2.0862	1.7115	0.8838	0.0581	0	0	0	0	1.017	3.15	3.0186	3.15	2.8044	1.4369	0.9278	0.1043	0	0	0	0	0.0526	3.15	3.15	3.15	3.15	1.6739	0.3539	0	0	0	0	0	0.2571	3.15	3.15	3.15	3.15	2.8013	3.15	0.2121	0.0806	0	0	0	2.5014	3.15	3.15	3.15	2.5258	0.5358	0.3118	0	0	0	0	0	0	3.15	3.15	3.15	2.1209	0.2438	0.0957	0.0081	0	0	0	0	0	3.15	3.15	3.15	3.15	1.6942	0.1185	0.0124	0	0	0	0	0	3.15	3.15	3.15	2.0441	2.1531	1.4414	0.0157	0	0	0	0	1.9146	3.15	3.15	3.15	3.15	0.9854	0.1385	0.0539
14	-7	0	0	0	0	0.6074	2.76	2.76	1.5317	1.0416	0.3323	0.3278	0	0	0	0	0	2.0647	2.76	2.6333	2.4316	1.5725	1.4093	0.3452	0	0	0	0	0	0.5828	2.2916	2.1759	2.4267	1.4977	0.8967	0.3851	0.0137	0	0	0	0	0	1.7667	2.3739	2.76	2.76	1.326	0.0138	0	0	0	0	0	0	2.0946	2.76	2.76	2.76	1.4056	0.4755	0	0	0	0	0	0	2.7566	2.76	2.76	1.7279	0.2766	0.1149	0	0	0	0	0	0	1.7317	2.76	2.0086	0.9656	0.1522	0.0597	0	0	0	0	0	0	2.76	2.76	2.76	2.76	1.1943	0	0	0	0	0	0	0	0.7783	0.6673	0.5722	0	0	0	0	0	0	0	0	0.271	2.6458	2.76	2.76	2.76	0.916	0.0579	0.0138
8	-16	0	0	0	0	0.0745	0.2655	1.9344	2.2728	2.36	0.9269	0.8337	0	0	0	0	0	0.9987	1.2717	0.9081	0.2616	0.1004	0.0295	0.0055	0	0	0	0	0	0	1.2803	0.2476	0.2115	0.1274	0.0382	0.0133	0.0043	0	0	0	0	0	0.9673	2.36	2.36	2.36	1.1262	0.2511	0	0	0	0	0	0	2.36	2.0754	2.36	2.1518	1.3056	0.9237	0	0	0	0	0	0	2.2442	2.36	2.36	1.061	0.0664	0.0203	0	0	0	0	0	0	0.4558	1.2467	0.5014	0.1252	0.0057	0.0025	0	0	0	0	0	0	0.3887	1.7745	1.7335	0.7451	0.1676	0.0044	3e-04	0	0	0	0	0	1.5992	0.8172	0.5312	0.1472	0.0575	0.0372	0	0	0	0	0	0	1.9453	1.1212	1.0031	1.2563	0	0	0
8	-20	0	0	0	0	0.4948	0.6557	2.36	2.36	2.36	1.1439	2.36	0.8611	0	0	0	0	1.7779	2.36	1.9516	1.279	0.6482	0.3878	0.2922	0.0417	0.0018	0	0	0	0.3654	0.3395	0	0.6296	0	0	0	0	0	0	0	0	1.4476	2.36	2.36	2.36	2.1105	1.0847	0.3709	0	0	0	0	0	0.0723	2.36	2.0908	2.36	2.36	1.4313	2.36	0.5901	0.2698	0	0	0	0.3784	2.36	2.36	2.36	1.0463	0.0698	0.0152	0.0026	5e-04	0	0	0	0	1.3177	2.36	1.7343	0.8951	0.0852	0.0519	0.0061	0	0	0	0	0	0.3296	1.2709	0.8484	0.873	0.1365	0.0107	0.0041	4e-04	0	0	0	0	1.5404	1.356	2.171	1.4449	0.8776	0.4641	0.0303	0	0	0	0	0	1.8036	0.6112	0.5894	1.1349	0.1484	0.0324	0.0081
