0	0	2
1	0	2
2	0	2
3	0	2
4	0	2
5	0	2
6	0	2
7	0	2
8	0	1
9	0	1
10	0	1
11	0	1
12	0	1
13	0	1
14	0	1
15	0	1
16	0	1
17	0	1
18	0	1
19	0	1
20	0	1
21	0	1
22	0	1
23	0	1
24	0	13
25	0	13
26	0	1
27	0	1
28	0	1
0	-1	2
1	-1	2
2	-1	2
3	-1	2
4	-1	2
5	-1	2
6	-1	2
7	-1	2
8	-1	1
9	-1	1
10	-1	1
11	-1	1
12	-1	1
13	-1	1
14	-1	1
15	-1	1
16	-1	1
17	-1	1
18	-1	1
19	-1	1
20	-1	1
21	-1	13
22	-1	13
23	-1	13
24	-1	13
25	-1	1
26	-1	1
27	-1	1
28	-1	1
0	-2	2
1	-2	2
2	-2	2
3	-2	2
4	-2	2
5	-2	2
6	-2	2
7	-2	2
8	-2	1
9	-2	1
10	-2	1
11	-2	1
12	-2	1
13	-2	1
14	-2	1
15	-2	1
16	-2	1
17	-2	1
18	-2	1
19	-2	1
20	-2	13
21	-2	13
22	-2	13
23	-2	13
24	-2	13
25	-2	1
26	-2	1
27	-2	1
28	-2	1
0	-3	2
1	-3	2
2	-3	2
3	-3	2
4	-3	2
5	-3	2
6	-3	2
7	-3	2
8	-3	1
9	-3	1
10	-3	1
11	-3	1
12	-3	1
13	-3	1
14	-3	1
15	-3	1
16	-3	13
17	-3	13
18	-3	1
19	-3	1
20	-3	13
21	-3	13
22	-3	13
23	-3	13
24	-3	13
25	-3	1
26	-3	1
27	-3	1
28	-3	1
0	-4	2
1	-4	2
2	-4	2
3	-4	2
4	-4	2
5	-4	2
6	-4	2
7	-4	2
8	-4	1
9	-4	1
10	-4	1
11	-4	1
12	-4	1
13	-4	1
14	-4	1
15	-4	1
16	-4	13
17	-4	13
18	-4	13
19	-4	13
20	-4	13
21	-4	13
22	-4	13
23	-4	13
24	-4	13
25	-4	1
26	-4	1
27	-4	1
28	-4	1
0	-5	2
1	-5	2
2	-5	2
3	-5	2
4	-5	1
5	-5	1
6	-5	1
7	-5	1
8	-5	1
9	-5	1
10	-5	1
11	-5	1
12	-5	1
13	-5	1
14	-5	1
15	-5	1
16	-5	13
17	-5	13
18	-5	13
19	-5	13
20	-5	13
21	-5	13
22	-5	13
23	-5	13
24	-5	13
25	-5	13
26	-5	1
27	-5	1
28	-5	1
0	-6	2
1	-6	2
2	-6	2
3	-6	2
4	-6	1
5	-6	1
6	-6	1
7	-6	1
8	-6	1
9	-6	1
10	-6	1
11	-6	1
12	-6	1
13	-6	1
14	-6	1
15	-6	1
16	-6	13
17	-6	13
18	-6	13
19	-6	13
20	-6	13
21	-6	13
22	-6	13
23	-6	13
24	-6	13
25	-6	13
26	-6	13
27	-6	1
28	-6	1
0	-7	2
1	-7	2
2	-7	2
3	-7	2
4	-7	1
5	-7	1
6	-7	1
7	-7	1
8	-7	1
9	-7	1
10	-7	8
11	-7	8
12	-7	1
13	-7	1
14	-7	1
15	-7	1
16	-7	13
17	-7	13
18	-7	13
19	-7	13
20	-7	13
21	-7	13
22	-7	13
23	-7	13
24	-7	13
25	-7	13
26	-7	13
27	-7	1
28	-7	1
0	-8	2
1	-8	2
2	-8	2
3	-8	2
4	-8	2
5	-8	2
6	-8	1
7	-8	1
8	-8	1
9	-8	1
10	-8	8
11	-8	8
12	-8	8
